,room,game,condition,first_player,move,agreement
9,13,13,partial,1,9,0.0
10,13,13,partial,1,10,0.0
11,13,13,partial,1,11,0.0
12,13,13,partial,1,12,1.0
13,13,13,partial,1,13,1.0
14,13,13,partial,1,14,0.0
0,13,15,partial,1,0,0.25
1,13,15,partial,1,1,1.0
2,13,15,partial,1,2,0.3333333333333333
3,13,15,partial,1,3,1.0
4,13,15,partial,1,4,0.0
5,13,15,partial,1,5,1.0
6,13,15,partial,1,6,0.5
7,13,15,partial,1,7,1.0
8,13,15,partial,1,8,0.5
9,13,15,partial,1,9,1.0
10,13,15,partial,1,10,1.0
11,13,15,partial,1,11,1.0
12,13,15,partial,1,12,0.0
13,13,15,partial,1,13,1.0
14,13,15,partial,1,14,0.0
0,13,9,partial,1,0,0.25
1,13,9,partial,1,1,0.3333333333333333
2,13,9,partial,1,2,0.5
3,13,9,partial,1,3,1.0
4,13,9,partial,1,4,0.3333333333333333
5,13,9,partial,1,5,1.0
6,13,9,partial,1,6,0.0
7,13,9,partial,1,7,1.0
8,13,9,partial,1,8,0.0
9,13,9,partial,1,9,1.0
10,13,9,partial,1,10,0.0
11,13,9,partial,1,11,1.0
12,13,9,partial,1,12,0.0
13,13,9,partial,1,13,1.0
14,13,9,partial,1,14,0.0
0,13,2,partial,0,0,0.25
1,13,2,partial,0,1,0.3333333333333333
2,13,2,partial,0,2,0.0
3,13,2,partial,0,3,1.0
4,13,2,partial,0,4,1.0
5,13,2,partial,0,5,0.0
6,13,2,partial,0,6,1.0
7,13,2,partial,0,7,0.0
8,13,2,partial,0,8,1.0
9,13,2,partial,0,9,1.0
10,13,2,partial,0,10,1.0
11,13,2,partial,0,11,0.0
12,13,2,partial,0,12,1.0
13,13,2,partial,0,13,0.0
14,13,2,partial,0,14,1.0
0,19,2,partial,0,0,0.25
1,19,2,partial,0,1,0.0
2,19,2,partial,0,2,0.3333333333333333
3,19,2,partial,0,3,0.0
4,19,2,partial,0,4,0.5
5,19,2,partial,0,5,0.0
6,19,2,partial,0,6,1.0
7,19,2,partial,0,7,0.0
8,19,2,partial,0,8,0.5
9,19,2,partial,0,9,0.0
10,19,2,partial,0,10,0.0
11,19,2,partial,0,11,0.0
12,19,2,partial,0,12,0.0
13,19,2,partial,0,13,0.0
14,19,2,partial,0,14,0.3333333333333333
0,13,6,partial,0,0,0.25
1,13,6,partial,0,1,0.0
2,13,6,partial,0,2,0.3333333333333333
3,13,6,partial,0,3,0.5
4,13,6,partial,0,4,0.5
5,13,6,partial,0,5,0.0
6,13,6,partial,0,6,1.0
7,13,6,partial,0,7,0.0
8,13,6,partial,0,8,1.0
9,13,6,partial,0,9,0.0
10,13,6,partial,0,10,1.0
11,13,6,partial,0,11,1.0
12,13,6,partial,0,12,1.0
13,13,6,partial,0,13,0.0
14,13,6,partial,0,14,1.0
0,13,4,partial,0,0,0.25
1,13,4,partial,0,1,1.0
2,13,4,partial,0,2,1.0
3,13,4,partial,0,3,0.0
4,13,4,partial,0,4,1.0
5,13,4,partial,0,5,0.0
6,13,4,partial,0,6,1.0
7,13,4,partial,0,7,0.0
8,13,4,partial,0,8,1.0
9,13,4,partial,0,9,0.0
10,13,4,partial,0,10,1.0
11,13,4,partial,0,11,0.0
12,13,4,partial,0,12,1.0
13,13,4,partial,0,13,0.0
14,13,4,partial,0,14,1.0
