,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,1.0,0.7714285714285715,0.7714285714285716,0.7714285714285716,1,control,1,38,0,91
1,2.0,1.0,0.25,0.7714285714285715,0.7714285714285715,1,control,1,38,0,91
2,3.0,1.0,0.3333333333333333,0.7714285714285714,0.7714285714285714,1,control,1,38,0,91
3,4.0,1.0,0.5,0.7714285714285715,0.7714285714285715,1,control,1,38,0,91
0,1.0,1.0,0.75,0.75,0.75,1,control,1,39,1,91
1,2.0,1.0,0.25,0.75,0.75,1,control,1,39,1,91
2,3.0,1.0,0.3333333333333333,0.75,0.75,1,control,1,39,1,91
3,4.0,1.0,0.5,0.75,0.75,1,control,1,39,1,91
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,91
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,91
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,91
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,91
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,3,control,2,1,1,91
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,control,2,1,1,91
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,3,control,2,1,1,91
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,3,control,2,1,1,91
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,2,control,2,2,0,91
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,control,2,2,0,91
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,control,2,2,0,91
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,2,control,2,2,0,91
0,1.0,1.0,0.5,0.75,0.75,2,control,2,3,1,91
1,2.0,1.0,0.75,0.7500000000000001,0.7500000000000001,2,control,2,3,1,91
2,3.0,1.0,0.3333333333333333,0.75,0.75,2,control,2,3,1,91
3,4.0,1.0,0.5,0.75,0.75,2,control,2,3,1,91
0,1.0,1.0,0.5,0.8,0.8,2,control,2,4,0,91
1,2.0,1.0,0.8,0.8,0.8,2,control,2,4,0,91
2,3.0,1.0,0.3333333333333333,0.8,0.8,2,control,2,4,0,91
3,4.0,1.0,0.5,0.8,0.8,2,control,2,4,0,91
0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,2,control,2,5,1,91
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,control,2,5,1,91
2,3.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,2,control,2,5,1,91
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,2,control,2,5,1,91
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,2,control,2,6,0,91
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2,control,2,6,0,91
2,3.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,2,control,2,6,0,91
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,2,control,2,6,0,91
0,1.0,1.0,0.5,0.75,0.75,2,control,2,7,1,91
1,2.0,1.0,0.75,0.75,0.75,2,control,2,7,1,91
2,3.0,1.0,0.3333333333333333,0.75,0.75,2,control,2,7,1,91
3,4.0,1.0,0.5,0.75,0.75,2,control,2,7,1,91
0,1.0,1.0,0.5,0.7777777777777778,0.7777777777777778,2,control,2,8,0,91
1,2.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,2,control,2,8,0,91
2,3.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,2,control,2,8,0,91
3,4.0,1.0,0.5,0.7777777777777778,0.7777777777777778,2,control,2,8,0,91
0,1.0,1.0,0.5,0.8,0.8,2,control,2,9,1,91
1,2.0,1.0,0.8,0.8000000000000002,0.8000000000000002,2,control,2,9,1,91
2,3.0,1.0,0.3333333333333333,0.8,0.8,2,control,2,9,1,91
3,4.0,1.0,0.5,0.8,0.8,2,control,2,9,1,91
0,1.0,1.0,0.5,0.8181818181818182,0.8181818181818182,2,control,2,10,0,91
1,2.0,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,2,control,2,10,0,91
2,3.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,2,control,2,10,0,91
3,4.0,1.0,0.5,0.8181818181818182,0.8181818181818182,2,control,2,10,0,91
0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,2,control,2,11,1,91
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,control,2,11,1,91
2,3.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,2,control,2,11,1,91
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,2,control,2,11,1,91
0,1.0,1.0,0.5,0.8461538461538461,0.8461538461538461,2,control,2,12,0,91
1,2.0,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,2,control,2,12,0,91
2,3.0,1.0,0.3333333333333333,0.8461538461538461,0.8461538461538461,2,control,2,12,0,91
3,4.0,1.0,0.5,0.8461538461538461,0.8461538461538461,2,control,2,12,0,91
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,2,control,2,13,1,91
1,2.0,1.0,0.8571428571428571,0.8571428571428572,0.8571428571428572,2,control,2,13,1,91
2,3.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,2,control,2,13,1,91
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,2,control,2,13,1,91
0,1.0,1.0,0.5,0.8666666666666667,0.8666666666666667,2,control,2,14,0,91
1,2.0,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,2,control,2,14,0,91
2,3.0,1.0,0.3333333333333333,0.8666666666666666,0.8666666666666666,2,control,2,14,0,91
3,4.0,1.0,0.5,0.8666666666666667,0.8666666666666667,2,control,2,14,0,91
0,1.0,1.0,0.5,0.875,0.875,2,control,2,15,1,91
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,2,control,2,15,1,91
2,3.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,2,control,2,15,1,91
3,4.0,1.0,0.5,0.875,0.875,2,control,2,15,1,91
0,1.0,1.0,0.5,0.8823529411764706,0.8823529411764706,2,control,2,16,0,91
1,2.0,1.0,0.8823529411764706,0.8823529411764705,0.8823529411764705,2,control,2,16,0,91
2,3.0,1.0,0.3333333333333333,0.8823529411764705,0.8823529411764705,2,control,2,16,0,91
3,4.0,1.0,0.5,0.8823529411764706,0.8823529411764706,2,control,2,16,0,91
0,1.0,1.0,0.5,0.8888888888888888,0.8888888888888888,2,control,2,17,1,91
1,2.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,2,control,2,17,1,91
2,3.0,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,2,control,2,17,1,91
3,4.0,1.0,0.5,0.8888888888888888,0.8888888888888888,2,control,2,17,1,91
0,1.0,1.0,0.5,0.8947368421052632,0.8947368421052632,2,control,2,18,0,91
1,2.0,1.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,2,control,2,18,0,91
2,3.0,1.0,0.3333333333333333,0.894736842105263,0.894736842105263,2,control,2,18,0,91
3,4.0,1.0,0.5,0.8947368421052632,0.8947368421052632,2,control,2,18,0,91
0,1.0,1.0,0.5,0.9,0.9,2,control,2,19,1,91
1,2.0,1.0,0.9,0.9,0.9,2,control,2,19,1,91
2,3.0,1.0,0.3333333333333333,0.8999999999999999,0.8999999999999999,2,control,2,19,1,91
3,4.0,1.0,0.5,0.9,0.9,2,control,2,19,1,91
0,1.0,1.0,0.5,0.9047619047619048,0.9047619047619048,2,control,2,20,0,91
1,2.0,1.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,2,control,2,20,0,91
2,3.0,1.0,0.3333333333333333,0.9047619047619047,0.9047619047619047,2,control,2,20,0,91
3,4.0,1.0,0.5,0.9047619047619048,0.9047619047619048,2,control,2,20,0,91
0,1.0,1.0,0.5,0.9090909090909091,0.9090909090909091,2,control,2,21,1,91
1,2.0,1.0,0.9090909090909091,0.909090909090909,0.909090909090909,2,control,2,21,1,91
2,3.0,1.0,0.3333333333333333,0.909090909090909,0.909090909090909,2,control,2,21,1,91
3,4.0,1.0,0.5,0.9090909090909091,0.9090909090909091,2,control,2,21,1,91
0,1.0,1.0,0.5,0.9130434782608695,0.9130434782608695,2,control,2,22,0,91
1,2.0,1.0,0.9130434782608695,0.9130434782608695,0.9130434782608695,2,control,2,22,0,91
2,3.0,1.0,0.3333333333333333,0.9130434782608694,0.9130434782608694,2,control,2,22,0,91
3,4.0,1.0,0.5,0.9130434782608695,0.9130434782608695,2,control,2,22,0,91
0,1.0,1.0,0.5,0.9166666666666666,0.9166666666666666,2,control,2,23,1,91
1,2.0,1.0,0.9166666666666666,0.9166666666666667,0.9166666666666667,2,control,2,23,1,91
2,3.0,1.0,0.3333333333333333,0.9166666666666665,0.9166666666666665,2,control,2,23,1,91
3,4.0,1.0,0.5,0.9166666666666666,0.9166666666666666,2,control,2,23,1,91
0,1.0,1.0,0.5,0.92,0.92,2,control,2,24,0,91
1,2.0,1.0,0.92,0.9200000000000002,0.9200000000000002,2,control,2,24,0,91
2,3.0,1.0,0.3333333333333333,0.9199999999999999,0.9199999999999999,2,control,2,24,0,91
3,4.0,1.0,0.5,0.92,0.92,2,control,2,24,0,91
0,1.0,1.0,0.5,0.9230769230769231,0.9230769230769231,2,control,2,25,1,91
1,2.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,2,control,2,25,1,91
2,3.0,1.0,0.3333333333333333,0.9230769230769231,0.9230769230769231,2,control,2,25,1,91
3,4.0,1.0,0.5,0.9230769230769231,0.9230769230769231,2,control,2,25,1,91
0,1.0,1.0,0.5,0.9259259259259259,0.9259259259259259,2,control,2,26,0,91
1,2.0,1.0,0.9259259259259259,0.9259259259259259,0.9259259259259259,2,control,2,26,0,91
2,3.0,1.0,0.3333333333333333,0.9259259259259258,0.9259259259259258,2,control,2,26,0,91
3,4.0,1.0,0.5,0.9259259259259259,0.9259259259259259,2,control,2,26,0,91
0,1.0,1.0,0.5,0.9285714285714286,0.9285714285714286,2,control,2,27,1,91
1,2.0,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,2,control,2,27,1,91
2,3.0,1.0,0.3333333333333333,0.9285714285714286,0.9285714285714286,2,control,2,27,1,91
3,4.0,1.0,0.5,0.9285714285714286,0.9285714285714286,2,control,2,27,1,91
0,1.0,1.0,0.5,0.9310344827586207,0.9310344827586207,2,control,2,28,0,91
1,2.0,1.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,control,2,28,0,91
2,3.0,1.0,0.3333333333333333,0.9310344827586206,0.9310344827586206,2,control,2,28,0,91
3,4.0,1.0,0.5,0.9310344827586207,0.9310344827586207,2,control,2,28,0,91
0,1.0,1.0,0.5,0.9333333333333333,0.9333333333333333,2,control,2,29,1,91
1,2.0,1.0,0.9333333333333333,0.9333333333333332,0.9333333333333332,2,control,2,29,1,91
2,3.0,1.0,0.3333333333333333,0.9333333333333333,0.9333333333333333,2,control,2,29,1,91
3,4.0,1.0,0.5,0.9333333333333333,0.9333333333333333,2,control,2,29,1,91
0,1.0,1.0,0.5,0.9354838709677419,0.9354838709677419,2,control,2,30,0,91
1,2.0,1.0,0.9354838709677419,0.9354838709677419,0.9354838709677419,2,control,2,30,0,91
2,3.0,1.0,0.3333333333333333,0.9354838709677418,0.9354838709677418,2,control,2,30,0,91
3,4.0,1.0,0.5,0.9354838709677419,0.9354838709677419,2,control,2,30,0,91
0,1.0,1.0,0.5,0.9375,0.9375,2,control,2,31,1,91
1,2.0,1.0,0.9375,0.9375,0.9375,2,control,2,31,1,91
2,3.0,1.0,0.3333333333333333,0.9375,0.9375,2,control,2,31,1,91
3,4.0,1.0,0.5,0.9375,0.9375,2,control,2,31,1,91
0,1.0,1.0,0.5,0.9393939393939394,0.9393939393939394,2,control,2,32,0,91
1,2.0,1.0,0.9393939393939394,0.9393939393939394,0.9393939393939394,2,control,2,32,0,91
2,3.0,1.0,0.3333333333333333,0.9393939393939394,0.9393939393939394,2,control,2,32,0,91
3,4.0,1.0,0.5,0.9393939393939394,0.9393939393939394,2,control,2,32,0,91
0,1.0,1.0,0.5,0.9411764705882353,0.9411764705882353,2,control,2,33,1,91
1,2.0,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,2,control,2,33,1,91
2,3.0,1.0,0.3333333333333333,0.9411764705882353,0.9411764705882353,2,control,2,33,1,91
3,4.0,1.0,0.5,0.9411764705882353,0.9411764705882353,2,control,2,33,1,91
0,1.0,1.0,0.5,0.9428571428571428,0.9428571428571428,2,control,2,34,0,91
1,2.0,1.0,0.9428571428571428,0.9428571428571428,0.9428571428571428,2,control,2,34,0,91
2,3.0,1.0,0.3333333333333333,0.9428571428571428,0.9428571428571428,2,control,2,34,0,91
3,4.0,1.0,0.5,0.9428571428571428,0.9428571428571428,2,control,2,34,0,91
0,1.0,1.0,0.5,0.9444444444444444,0.9444444444444444,2,control,2,35,1,91
1,2.0,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,2,control,2,35,1,91
2,3.0,1.0,0.3333333333333333,0.9444444444444443,0.9444444444444443,2,control,2,35,1,91
3,4.0,1.0,0.5,0.9444444444444444,0.9444444444444444,2,control,2,35,1,91
0,1.0,1.0,0.5,0.9459459459459459,0.9459459459459459,2,control,2,36,0,91
1,2.0,1.0,0.9459459459459459,0.9459459459459459,0.9459459459459459,2,control,2,36,0,91
2,3.0,1.0,0.3333333333333333,0.9459459459459459,0.9459459459459459,2,control,2,36,0,91
3,4.0,1.0,0.5,0.9459459459459459,0.9459459459459459,2,control,2,36,0,91
0,1.0,1.0,0.5,0.9473684210526315,0.9473684210526315,2,control,2,37,1,91
1,2.0,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,2,control,2,37,1,91
2,3.0,1.0,0.3333333333333333,0.9473684210526315,0.9473684210526315,2,control,2,37,1,91
3,4.0,1.0,0.5,0.9473684210526315,0.9473684210526315,2,control,2,37,1,91
0,1.0,1.0,0.5,0.9487179487179487,0.9487179487179487,2,control,2,38,0,91
1,2.0,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,2,control,2,38,0,91
2,3.0,1.0,0.3333333333333333,0.9487179487179487,0.9487179487179487,2,control,2,38,0,91
3,4.0,1.0,0.5,0.9487179487179487,0.9487179487179487,2,control,2,38,0,91
0,1.0,1.0,0.5,0.95,0.95,2,control,2,39,1,91
1,2.0,1.0,0.95,0.95,0.95,2,control,2,39,1,91
2,3.0,1.0,0.3333333333333333,0.95,0.95,2,control,2,39,1,91
3,4.0,1.0,0.5,0.95,0.95,2,control,2,39,1,91
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,91
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,91
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,91
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,91
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,3,control,3,1,1,91
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,3,control,3,1,1,91
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,3,control,3,1,1,91
3,4.0,1.0,0.3333333333333333,0.5,0.5,3,control,3,1,1,91
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,2,0,91
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,2,0,91
2,3.0,1.0,0.3333333333333333,0.5,0.5,4,control,3,2,0,91
3,4.0,1.0,0.3333333333333333,0.5,0.5,4,control,3,2,0,91
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,3,3,1,91
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,3,3,1,91
2,3.0,1.0,0.3333333333333333,0.5,0.5,2,control,3,3,1,91
3,4.0,1.0,0.5,0.55,0.55,2,control,3,3,1,91
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,4,0,91
1,2.0,1.0,0.3333333333333333,0.5,0.5,4,control,3,4,0,91
2,3.0,1.0,0.3333333333333333,0.5,0.5,4,control,3,4,0,91
3,4.0,1.0,0.5,0.55,0.55,4,control,3,4,0,91
0,1.0,1.0,0.5,0.5333333333333333,0.5333333333333333,1,control,3,5,1,91
1,2.0,1.0,0.3333333333333333,0.5,0.5,1,control,3,5,1,91
2,3.0,1.0,0.3333333333333333,0.5,0.5,1,control,3,5,1,91
3,4.0,1.0,0.4,0.5,0.5,1,control,3,5,1,91
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,control,3,6,0,91
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,control,3,6,0,91
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,control,3,6,0,91
3,4.0,1.0,0.4,0.6666666666666666,0.6666666666666666,1,control,3,6,0,91
0,1.0,1.0,0.75,0.7500000000000001,0.7500000000000001,1,control,3,7,1,91
1,2.0,1.0,0.3333333333333333,0.75,0.75,1,control,3,7,1,91
2,3.0,1.0,0.3333333333333333,0.75,0.75,1,control,3,7,1,91
3,4.0,1.0,0.4,0.75,0.75,1,control,3,7,1,91
0,1.0,1.0,0.6,0.6,0.6,1,control,3,8,0,91
1,2.0,1.0,0.3333333333333333,0.6,0.6,1,control,3,8,0,91
2,3.0,1.0,0.3333333333333333,0.6,0.6,1,control,3,8,0,91
3,4.0,1.0,0.4,0.6,0.6,1,control,3,8,0,91
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,control,3,9,1,91
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,control,3,9,1,91
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,control,3,9,1,91
3,4.0,1.0,0.4,0.6666666666666666,0.6666666666666666,1,control,3,9,1,91
0,1.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,1,control,3,10,0,91
1,2.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,1,control,3,10,0,91
2,3.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,1,control,3,10,0,91
3,4.0,1.0,0.4,0.7142857142857143,0.7142857142857143,1,control,3,10,0,91
0,1.0,1.0,0.75,0.75,0.75,1,control,3,11,1,91
1,2.0,1.0,0.3333333333333333,0.75,0.75,1,control,3,11,1,91
2,3.0,1.0,0.3333333333333333,0.75,0.75,1,control,3,11,1,91
3,4.0,1.0,0.4,0.75,0.75,1,control,3,11,1,91
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,control,3,12,0,91
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,control,3,12,0,91
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,control,3,12,0,91
3,4.0,1.0,0.4,0.6666666666666666,0.6666666666666666,1,control,3,12,0,91
0,1.0,1.0,0.7,0.7,0.7,1,control,3,13,1,91
1,2.0,1.0,0.3333333333333333,0.7,0.7,1,control,3,13,1,91
2,3.0,1.0,0.3333333333333333,0.7,0.7,1,control,3,13,1,91
3,4.0,1.0,0.4,0.7,0.7,1,control,3,13,1,91
0,1.0,1.0,0.7272727272727273,0.7272727272727272,0.7272727272727272,1,control,3,14,0,91
1,2.0,1.0,0.3333333333333333,0.7272727272727273,0.7272727272727273,1,control,3,14,0,91
2,3.0,1.0,0.3333333333333333,0.7272727272727273,0.7272727272727273,1,control,3,14,0,91
3,4.0,1.0,0.4,0.7272727272727273,0.7272727272727273,1,control,3,14,0,91
0,1.0,1.0,0.75,0.75,0.75,1,control,3,15,1,91
1,2.0,1.0,0.3333333333333333,0.75,0.75,1,control,3,15,1,91
2,3.0,1.0,0.3333333333333333,0.75,0.75,1,control,3,15,1,91
3,4.0,1.0,0.4,0.75,0.75,1,control,3,15,1,91
0,1.0,1.0,0.7692307692307693,0.7692307692307694,0.7692307692307694,1,control,3,16,0,91
1,2.0,1.0,0.3333333333333333,0.7692307692307692,0.7692307692307692,1,control,3,16,0,91
2,3.0,1.0,0.3333333333333333,0.7692307692307692,0.7692307692307692,1,control,3,16,0,91
3,4.0,1.0,0.4,0.7692307692307693,0.7692307692307693,1,control,3,16,0,91
0,1.0,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,1,control,3,17,1,91
1,2.0,1.0,0.3333333333333333,0.7857142857142856,0.7857142857142856,1,control,3,17,1,91
2,3.0,1.0,0.3333333333333333,0.7857142857142856,0.7857142857142856,1,control,3,17,1,91
3,4.0,1.0,0.4,0.7857142857142857,0.7857142857142857,1,control,3,17,1,91
0,1.0,1.0,0.8,0.8,0.8,1,control,3,18,0,91
1,2.0,1.0,0.3333333333333333,0.8,0.8,1,control,3,18,0,91
2,3.0,1.0,0.3333333333333333,0.8,0.8,1,control,3,18,0,91
3,4.0,1.0,0.4,0.8,0.8,1,control,3,18,0,91
0,1.0,1.0,0.8125,0.8125,0.8125,1,control,3,19,1,91
1,2.0,1.0,0.3333333333333333,0.8125,0.8125,1,control,3,19,1,91
2,3.0,1.0,0.3333333333333333,0.8125,0.8125,1,control,3,19,1,91
3,4.0,1.0,0.4,0.8125,0.8125,1,control,3,19,1,91
0,1.0,1.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,1,control,3,20,0,91
1,2.0,1.0,0.3333333333333333,0.8235294117647058,0.8235294117647058,1,control,3,20,0,91
2,3.0,1.0,0.3333333333333333,0.8235294117647058,0.8235294117647058,1,control,3,20,0,91
3,4.0,1.0,0.4,0.8235294117647058,0.8235294117647058,1,control,3,20,0,91
0,1.0,1.0,0.8333333333333334,0.8333333333333333,0.8333333333333333,1,control,3,21,1,91
1,2.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,1,control,3,21,1,91
2,3.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,1,control,3,21,1,91
3,4.0,1.0,0.4,0.8333333333333334,0.8333333333333334,1,control,3,21,1,91
0,1.0,1.0,0.8421052631578947,0.8421052631578947,0.8421052631578947,1,control,3,22,0,91
1,2.0,1.0,0.3333333333333333,0.8421052631578947,0.8421052631578947,1,control,3,22,0,91
2,3.0,1.0,0.3333333333333333,0.8421052631578947,0.8421052631578947,1,control,3,22,0,91
3,4.0,1.0,0.4,0.8421052631578947,0.8421052631578947,1,control,3,22,0,91
0,1.0,1.0,0.85,0.85,0.85,1,control,3,23,1,91
1,2.0,1.0,0.3333333333333333,0.85,0.85,1,control,3,23,1,91
2,3.0,1.0,0.3333333333333333,0.85,0.85,1,control,3,23,1,91
3,4.0,1.0,0.4,0.8500000000000001,0.8500000000000001,1,control,3,23,1,91
0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,control,3,24,0,91
1,2.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,1,control,3,24,0,91
2,3.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,1,control,3,24,0,91
3,4.0,1.0,0.4,0.8571428571428571,0.8571428571428571,1,control,3,24,0,91
0,1.0,1.0,0.8636363636363636,0.8636363636363636,0.8636363636363636,1,control,3,25,1,91
1,2.0,1.0,0.3333333333333333,0.8636363636363635,0.8636363636363635,1,control,3,25,1,91
2,3.0,1.0,0.3333333333333333,0.8636363636363635,0.8636363636363635,1,control,3,25,1,91
3,4.0,1.0,0.4,0.8636363636363636,0.8636363636363636,1,control,3,25,1,91
0,1.0,1.0,0.8695652173913043,0.8695652173913043,0.8695652173913043,1,control,3,26,0,91
1,2.0,1.0,0.3333333333333333,0.8695652173913042,0.8695652173913042,1,control,3,26,0,91
2,3.0,1.0,0.3333333333333333,0.8695652173913042,0.8695652173913042,1,control,3,26,0,91
3,4.0,1.0,0.4,0.8695652173913043,0.8695652173913043,1,control,3,26,0,91
0,1.0,1.0,0.875,0.875,0.875,1,control,3,27,1,91
1,2.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,1,control,3,27,1,91
2,3.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,1,control,3,27,1,91
3,4.0,1.0,0.4,0.875,0.875,1,control,3,27,1,91
0,1.0,1.0,0.88,0.88,0.88,1,control,3,28,0,91
1,2.0,1.0,0.3333333333333333,0.88,0.88,1,control,3,28,0,91
2,3.0,1.0,0.3333333333333333,0.88,0.88,1,control,3,28,0,91
3,4.0,1.0,0.4,0.8800000000000001,0.8800000000000001,1,control,3,28,0,91
0,1.0,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,1,control,3,29,1,91
1,2.0,1.0,0.3333333333333333,0.8461538461538461,0.8461538461538461,1,control,3,29,1,91
2,3.0,1.0,0.3333333333333333,0.8461538461538461,0.8461538461538461,1,control,3,29,1,91
3,4.0,1.0,0.4,0.8461538461538461,0.8461538461538461,1,control,3,29,1,91
0,1.0,1.0,0.8148148148148148,0.8148148148148148,0.8148148148148148,1,control,3,30,0,91
1,2.0,1.0,0.3333333333333333,0.8148148148148148,0.8148148148148148,1,control,3,30,0,91
2,3.0,1.0,0.3333333333333333,0.8148148148148148,0.8148148148148148,1,control,3,30,0,91
3,4.0,1.0,0.4,0.8148148148148148,0.8148148148148148,1,control,3,30,0,91
0,1.0,1.0,0.8214285714285714,0.8214285714285714,0.8214285714285714,1,control,3,31,1,91
1,2.0,1.0,0.3333333333333333,0.8214285714285714,0.8214285714285714,1,control,3,31,1,91
2,3.0,1.0,0.3333333333333333,0.8214285714285714,0.8214285714285714,1,control,3,31,1,91
3,4.0,1.0,0.4,0.8214285714285714,0.8214285714285714,1,control,3,31,1,91
0,1.0,1.0,0.7931034482758621,0.7931034482758621,0.7931034482758621,1,control,3,32,0,91
1,2.0,1.0,0.3333333333333333,0.7931034482758621,0.7931034482758621,1,control,3,32,0,91
2,3.0,1.0,0.3333333333333333,0.7931034482758621,0.7931034482758621,1,control,3,32,0,91
3,4.0,1.0,0.4,0.7931034482758621,0.7931034482758621,1,control,3,32,0,91
0,1.0,1.0,0.8,0.8,0.8,1,control,3,33,1,91
1,2.0,1.0,0.3333333333333333,0.8,0.8,1,control,3,33,1,91
2,3.0,1.0,0.3333333333333333,0.8,0.8,1,control,3,33,1,91
3,4.0,1.0,0.4,0.8,0.8,1,control,3,33,1,91
0,1.0,1.0,0.8064516129032258,0.8064516129032258,0.8064516129032258,1,control,3,34,0,91
1,2.0,1.0,0.3333333333333333,0.8064516129032258,0.8064516129032258,1,control,3,34,0,91
2,3.0,1.0,0.3333333333333333,0.8064516129032258,0.8064516129032258,1,control,3,34,0,91
3,4.0,1.0,0.4,0.8064516129032258,0.8064516129032258,1,control,3,34,0,91
0,1.0,1.0,0.8125,0.8125,0.8125,1,control,3,35,1,91
