,arm,p,reward,exploit0,exploit1,room,game,move,condition,player,chosen_arm
1,2.0,1.0,0.3333333333333333,0.8,0.8,11,17,10,control,1,3
2,3.0,1.0,0.8,0.8000000000000002,0.8000000000000002,11,17,10,control,1,3
3,4.0,1.0,0.5,0.8,0.8,11,17,10,control,1,3
0,1.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,11,17,11,control,0,3
1,2.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,11,17,11,control,0,3
2,3.0,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,11,17,11,control,0,3
3,4.0,1.0,0.5,0.8181818181818182,0.8181818181818182,11,17,11,control,0,3
0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,11,17,12,control,1,3
1,2.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,11,17,12,control,1,3
2,3.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,11,17,12,control,1,3
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,17,12,control,1,3
0,1.0,1.0,0.3333333333333333,0.8461538461538461,0.8461538461538461,11,17,13,control,0,3
1,2.0,1.0,0.3333333333333333,0.8461538461538461,0.8461538461538461,11,17,13,control,0,3
2,3.0,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,11,17,13,control,0,3
3,4.0,1.0,0.5,0.8461538461538461,0.8461538461538461,11,17,13,control,0,3
0,1.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,11,17,14,control,1,3
1,2.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,11,17,14,control,1,3
2,3.0,1.0,0.8571428571428571,0.8571428571428572,0.8571428571428572,11,17,14,control,1,3
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,17,14,control,1,3
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,18,0,control,1,2
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,18,0,control,1,2
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,18,0,control,1,2
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,18,0,control,1,2
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,18,1,control,0,2
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,18,1,control,0,2
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,18,1,control,0,2
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,18,1,control,0,2
0,1.0,1.0,0.5,0.75,0.75,11,18,2,control,1,2
1,2.0,1.0,0.75,0.7500000000000001,0.7500000000000001,11,18,2,control,1,2
2,3.0,1.0,0.5,0.75,0.75,11,18,2,control,1,2
3,4.0,1.0,0.5,0.75,0.75,11,18,2,control,1,2
0,1.0,1.0,0.5,0.8,0.8,11,18,3,control,0,2
1,2.0,1.0,0.8,0.8,0.8,11,18,3,control,0,2
2,3.0,1.0,0.5,0.8,0.8,11,18,3,control,0,2
3,4.0,1.0,0.5,0.8,0.8,11,18,3,control,0,2
0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,18,4,control,1,2
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,11,18,4,control,1,2
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,18,4,control,1,2
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,18,4,control,1,2
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,18,5,control,0,2
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,11,18,5,control,0,2
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,18,5,control,0,2
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,18,5,control,0,2
0,1.0,1.0,0.5,0.875,0.875,11,18,6,control,1,2
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,11,18,6,control,1,2
2,3.0,1.0,0.5,0.875,0.875,11,18,6,control,1,2
3,4.0,1.0,0.5,0.875,0.875,11,18,6,control,1,2
0,1.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,18,7,control,0,2
1,2.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,11,18,7,control,0,2
2,3.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,18,7,control,0,2
3,4.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,18,7,control,0,2
0,1.0,1.0,0.5,0.9,0.9,11,18,8,control,1,2
1,2.0,1.0,0.9,0.8999999999999999,0.8999999999999999,11,18,8,control,1,2
2,3.0,1.0,0.5,0.9,0.9,11,18,8,control,1,2
3,4.0,1.0,0.5,0.9,0.9,11,18,8,control,1,2
0,1.0,1.0,0.5,0.9090909090909091,0.9090909090909091,11,18,9,control,0,2
1,2.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,11,18,9,control,0,2
2,3.0,1.0,0.5,0.9090909090909091,0.9090909090909091,11,18,9,control,0,2
3,4.0,1.0,0.5,0.9090909090909091,0.9090909090909091,11,18,9,control,0,2
0,1.0,1.0,0.5,0.9166666666666666,0.9166666666666666,11,18,10,control,1,2
1,2.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,11,18,10,control,1,2
2,3.0,1.0,0.5,0.9166666666666666,0.9166666666666666,11,18,10,control,1,2
3,4.0,1.0,0.5,0.9166666666666666,0.9166666666666666,11,18,10,control,1,2
0,1.0,1.0,0.5,0.8461538461538461,0.8461538461538461,11,18,11,control,0,2
1,2.0,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,11,18,11,control,0,2
2,3.0,1.0,0.5,0.8461538461538461,0.8461538461538461,11,18,11,control,0,2
3,4.0,1.0,0.5,0.8461538461538461,0.8461538461538461,11,18,11,control,0,2
0,1.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,18,12,control,1,2
1,2.0,1.0,0.8571428571428571,0.8571428571428572,0.8571428571428572,11,18,12,control,1,2
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,18,12,control,1,2
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,18,12,control,1,2
0,1.0,1.0,0.5,0.8666666666666667,0.8666666666666667,11,18,13,control,0,2
1,2.0,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,11,18,13,control,0,2
2,3.0,1.0,0.5,0.8666666666666667,0.8666666666666667,11,18,13,control,0,2
3,4.0,1.0,0.5,0.8666666666666667,0.8666666666666667,11,18,13,control,0,2
0,1.0,1.0,0.5,0.875,0.875,11,18,14,control,1,2
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,11,18,14,control,1,2
2,3.0,1.0,0.5,0.875,0.875,11,18,14,control,1,2
3,4.0,1.0,0.5,0.875,0.875,11,18,14,control,1,2
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,19,0,control,0,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,19,0,control,0,1
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,19,0,control,0,1
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,11,19,0,control,0,1
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,19,1,control,1,3
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,19,1,control,1,3
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,19,1,control,1,3
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,19,1,control,1,3
0,1.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,11,19,2,control,0,1
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,19,2,control,0,1
2,3.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,11,19,2,control,0,1
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,11,19,2,control,0,1
0,1.0,1.0,0.75,0.7666666666666667,0.7666666666666667,11,19,3,control,1,3
1,2.0,1.0,0.5,0.75,0.75,11,19,3,control,1,3
2,3.0,1.0,0.6666666666666666,0.75,0.75,11,19,3,control,1,3
3,4.0,1.0,0.5,0.75,0.75,11,19,3,control,1,3
0,1.0,1.0,0.75,0.7875000000000001,0.7875000000000001,11,19,4,control,0,1
1,2.0,1.0,0.5,0.75,0.75,11,19,4,control,0,1
2,3.0,1.0,0.75,0.7875000000000001,0.7875000000000001,11,19,4,control,0,1
3,4.0,1.0,0.5,0.75,0.75,11,19,4,control,0,1
0,1.0,1.0,0.8,0.8166666666666668,0.8166666666666668,11,19,5,control,1,3
1,2.0,1.0,0.5,0.8,0.8,11,19,5,control,1,3
2,3.0,1.0,0.75,0.8,0.8,11,19,5,control,1,3
3,4.0,1.0,0.5,0.8,0.8,11,19,5,control,1,3
0,1.0,1.0,0.8,0.8266666666666668,0.8266666666666668,11,19,6,control,0,1
1,2.0,1.0,0.5,0.8,0.8,11,19,6,control,0,1
2,3.0,1.0,0.8,0.8266666666666668,0.8266666666666668,11,19,6,control,0,1
3,4.0,1.0,0.5,0.8,0.8,11,19,6,control,0,1
0,1.0,1.0,0.8333333333333334,0.8476190476190476,0.8476190476190476,11,19,7,control,1,3
1,2.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,19,7,control,1,3
2,3.0,1.0,0.8,0.8333333333333335,0.8333333333333335,11,19,7,control,1,3
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,19,7,control,1,3
0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,11,19,8,control,0,1
1,2.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,19,8,control,0,1
2,3.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,11,19,8,control,0,1
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,11,19,8,control,0,1
0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,11,19,9,control,1,3
1,2.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,19,9,control,1,3
2,3.0,1.0,0.6666666666666666,0.8571428571428571,0.8571428571428571,11,19,9,control,1,3
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,19,9,control,1,3
0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,11,19,10,control,0,1
1,2.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,19,10,control,0,1
2,3.0,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,11,19,10,control,0,1
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,11,19,10,control,0,1
0,1.0,1.0,0.875,0.8749999999999999,0.8749999999999999,11,19,11,control,1,3
1,2.0,1.0,0.5,0.875,0.875,11,19,11,control,1,3
2,3.0,1.0,0.7142857142857143,0.875,0.875,11,19,11,control,1,3
3,4.0,1.0,0.5,0.875,0.875,11,19,11,control,1,3
0,1.0,1.0,0.875,0.8749999999999999,0.8749999999999999,11,19,12,control,0,1
1,2.0,1.0,0.5,0.875,0.875,11,19,12,control,0,1
2,3.0,1.0,0.625,0.875,0.875,11,19,12,control,0,1
3,4.0,1.0,0.5,0.875,0.875,11,19,12,control,0,1
0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,11,19,13,control,1,3
1,2.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,19,13,control,1,3
2,3.0,1.0,0.625,0.8888888888888888,0.8888888888888888,11,19,13,control,1,3
3,4.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,19,13,control,1,3
0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,11,19,14,control,0,1
1,2.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,19,14,control,0,1
2,3.0,1.0,0.6666666666666666,0.8888888888888888,0.8888888888888888,11,19,14,control,0,1
3,4.0,1.0,0.5,0.8888888888888888,0.8888888888888888,11,19,14,control,0,1
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,0,0,control,0,3
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,0,0,control,0,3
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,0,0,control,0,3
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,0,0,control,0,3
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,1,control,1,1
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,1,control,1,1
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,0,1,control,1,1
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,1,control,1,1
0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,0,2,control,0,3
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,2,control,0,3
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,0,2,control,0,3
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,2,control,0,3
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,0,3,control,1,3
1,2.0,1.0,0.5,0.75,0.75,12,0,3,control,1,3
2,3.0,1.0,0.75,0.7500000000000001,0.7500000000000001,12,0,3,control,1,3
3,4.0,1.0,0.5,0.75,0.75,12,0,3,control,1,3
0,1.0,1.0,0.3333333333333333,0.8,0.8,12,0,4,control,0,3
1,2.0,1.0,0.5,0.8,0.8,12,0,4,control,0,3
2,3.0,1.0,0.8,0.8,0.8,12,0,4,control,0,3
3,4.0,1.0,0.5,0.8,0.8,12,0,4,control,0,3
0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,0,5,control,1,3
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,5,control,1,3
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,0,5,control,1,3
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,0,5,control,1,3
0,1.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,12,0,6,control,0,4
1,2.0,1.0,0.5,0.7142857142857143,0.7142857142857143,12,0,6,control,0,4
2,3.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,12,0,6,control,0,4
3,4.0,1.0,0.5,0.7142857142857143,0.7142857142857143,12,0,6,control,0,4
0,1.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,12,0,7,control,1,3
1,2.0,1.0,0.5,0.7142857142857143,0.7142857142857143,12,0,7,control,1,3
2,3.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,12,0,7,control,1,3
3,4.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,12,0,7,control,1,3
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,0,8,control,0,2
1,2.0,1.0,0.5,0.75,0.75,12,0,8,control,0,2
2,3.0,1.0,0.75,0.75,0.75,12,0,8,control,0,2
3,4.0,1.0,0.3333333333333333,0.75,0.75,12,0,8,control,0,2
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,0,9,control,1,2
1,2.0,1.0,0.6666666666666666,0.75,0.75,12,0,9,control,1,2
2,3.0,1.0,0.75,0.75,0.75,12,0,9,control,1,2
3,4.0,1.0,0.3333333333333333,0.75,0.75,12,0,9,control,1,2
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,0,10,control,0,2
1,2.0,1.0,0.75,0.7875000000000001,0.7875000000000001,12,0,10,control,0,2
2,3.0,1.0,0.75,0.7708333333333334,0.7708333333333334,12,0,10,control,0,2
3,4.0,1.0,0.3333333333333333,0.75,0.75,12,0,10,control,0,2
0,1.0,1.0,0.3333333333333333,0.8,0.8,12,0,11,control,1,2
1,2.0,1.0,0.8,0.8166666666666668,0.8166666666666668,12,0,11,control,1,2
2,3.0,1.0,0.75,0.8,0.8,12,0,11,control,1,2
3,4.0,1.0,0.3333333333333333,0.8,0.8,12,0,11,control,1,2
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,0,12,control,0,2
1,2.0,1.0,0.6666666666666666,0.75,0.75,12,0,12,control,0,2
2,3.0,1.0,0.75,0.75,0.75,12,0,12,control,0,2
3,4.0,1.0,0.3333333333333333,0.75,0.75,12,0,12,control,0,2
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,0,13,control,1,3
1,2.0,1.0,0.5714285714285714,0.75,0.75,12,0,13,control,1,3
2,3.0,1.0,0.75,0.75,0.75,12,0,13,control,1,3
3,4.0,1.0,0.3333333333333333,0.75,0.75,12,0,13,control,1,3
0,1.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,12,0,14,control,0,2
1,2.0,1.0,0.5714285714285714,0.7777777777777777,0.7777777777777777,12,0,14,control,0,2
2,3.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,12,0,14,control,0,2
3,4.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,12,0,14,control,0,2
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,0,control,1,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,0,control,1,1
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,0,control,1,1
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,0,control,1,1
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,1,1,control,0,3
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,1,control,0,3
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,1,control,0,3
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,1,control,0,3
0,1.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,12,1,2,control,1,1
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,2,control,1,1
2,3.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,12,1,2,control,1,1
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,2,control,1,1
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,3,control,0,3
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,3,control,0,3
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,1,3,control,0,3
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,3,control,0,3
0,1.0,1.0,0.5,0.55,0.55,12,1,4,control,1,2
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,4,control,1,2
2,3.0,1.0,0.5,0.55,0.55,12,1,4,control,1,2
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,4,control,1,2
0,1.0,1.0,0.5,0.55,0.55,12,1,5,control,0,2
1,2.0,1.0,0.3333333333333333,0.5,0.5,12,1,5,control,0,2
2,3.0,1.0,0.5,0.55,0.55,12,1,5,control,0,2
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,5,control,0,2
0,1.0,1.0,0.5,0.55,0.55,12,1,6,control,1,4
1,2.0,1.0,0.25,0.5,0.5,12,1,6,control,1,4
2,3.0,1.0,0.5,0.55,0.55,12,1,6,control,1,4
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,1,6,control,1,4
0,1.0,1.0,0.5,0.55,0.55,12,1,7,control,0,4
1,2.0,1.0,0.25,0.5,0.5,12,1,7,control,0,4
2,3.0,1.0,0.5,0.55,0.55,12,1,7,control,0,4
3,4.0,1.0,0.3333333333333333,0.5,0.5,12,1,7,control,0,4
0,1.0,1.0,0.5,0.55,0.55,12,1,8,control,1,3
1,2.0,1.0,0.25,0.5,0.5,12,1,8,control,1,3
2,3.0,1.0,0.5,0.55,0.55,12,1,8,control,1,3
3,4.0,1.0,0.25,0.5,0.5,12,1,8,control,1,3
0,1.0,1.0,0.5,0.6,0.6,12,1,9,control,0,4
1,2.0,1.0,0.25,0.6,0.6,12,1,9,control,0,4
2,3.0,1.0,0.6,0.6,0.6,12,1,9,control,0,4
3,4.0,1.0,0.25,0.6,0.6,12,1,9,control,0,4
0,1.0,1.0,0.5,0.6,0.6,12,1,10,control,1,3
1,2.0,1.0,0.25,0.6,0.6,12,1,10,control,1,3
2,3.0,1.0,0.6,0.6,0.6,12,1,10,control,1,3
3,4.0,1.0,0.2,0.6,0.6,12,1,10,control,1,3
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,11,control,0,2
1,2.0,1.0,0.25,0.6666666666666666,0.6666666666666666,12,1,11,control,0,2
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,1,11,control,0,2
3,4.0,1.0,0.2,0.6666666666666666,0.6666666666666666,12,1,11,control,0,2
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,1,12,control,1,3
1,2.0,1.0,0.2,0.6666666666666666,0.6666666666666666,12,1,12,control,1,3
2,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,1,12,control,1,3
3,4.0,1.0,0.2,0.6666666666666666,0.6666666666666666,12,1,12,control,1,3
0,1.0,1.0,0.5,0.7142857142857143,0.7142857142857143,12,1,13,control,0,1
1,2.0,1.0,0.2,0.7142857142857144,0.7142857142857144,12,1,13,control,0,1
2,3.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,12,1,13,control,0,1
3,4.0,1.0,0.2,0.7142857142857144,0.7142857142857144,12,1,13,control,0,1
0,1.0,1.0,0.6,0.7142857142857143,0.7142857142857143,12,1,14,control,1,3
1,2.0,1.0,0.2,0.7142857142857144,0.7142857142857144,12,1,14,control,1,3
2,3.0,1.0,0.7142857142857143,0.7142857142857142,0.7142857142857142,12,1,14,control,1,3
3,4.0,1.0,0.2,0.7142857142857144,0.7142857142857144,12,1,14,control,1,3
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,0,control,0,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,0,control,0,1
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,0,control,0,1
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,0,control,0,1
0,1.0,1.0,0.3333333333333333,0.5,0.5,12,2,1,control,1,2
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,1,control,1,2
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,1,control,1,2
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,1,control,1,2
0,1.0,1.0,0.3333333333333333,0.5,0.5,12,2,2,control,0,3
1,2.0,1.0,0.3333333333333333,0.5,0.5,12,2,2,control,0,3
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,2,control,0,3
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,2,2,control,0,3
0,1.0,1.0,0.3333333333333333,0.5,0.5,12,2,3,control,1,4
1,2.0,1.0,0.3333333333333333,0.5,0.5,12,2,3,control,1,4
2,3.0,1.0,0.3333333333333333,0.5,0.5,12,2,3,control,1,4
3,4.0,1.0,0.5,0.5,0.5,12,2,3,control,1,4
0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,2,4,control,0,4
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,2,4,control,0,4
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,2,4,control,0,4
3,4.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,2,4,control,0,4
0,1.0,1.0,0.3333333333333333,0.75,0.75,12,2,5,control,1,4
1,2.0,1.0,0.3333333333333333,0.75,0.75,12,2,5,control,1,4
2,3.0,1.0,0.3333333333333333,0.75,0.75,12,2,5,control,1,4
3,4.0,1.0,0.75,0.7500000000000001,0.7500000000000001,12,2,5,control,1,4
0,1.0,1.0,0.3333333333333333,0.8,0.8,12,2,6,control,0,4
1,2.0,1.0,0.3333333333333333,0.8,0.8,12,2,6,control,0,4
2,3.0,1.0,0.3333333333333333,0.8,0.8,12,2,6,control,0,4
3,4.0,1.0,0.8,0.8,0.8,12,2,6,control,0,4
0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,12,2,7,control,1,4
1,2.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,12,2,7,control,1,4
2,3.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,12,2,7,control,1,4
3,4.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,12,2,7,control,1,4
0,1.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,12,2,8,control,0,4
1,2.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,12,2,8,control,0,4
2,3.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,12,2,8,control,0,4
3,4.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,12,2,8,control,0,4
0,1.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,12,2,9,control,1,4
1,2.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,12,2,9,control,1,4
2,3.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,12,2,9,control,1,4
3,4.0,1.0,0.875,0.8749999999999999,0.8749999999999999,12,2,9,control,1,4
0,1.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,12,2,10,control,0,4
1,2.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,12,2,10,control,0,4
2,3.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,12,2,10,control,0,4
3,4.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,12,2,10,control,0,4
0,1.0,1.0,0.3333333333333333,0.8,0.8,12,2,11,control,1,4
1,2.0,1.0,0.3333333333333333,0.8,0.8,12,2,11,control,1,4
2,3.0,1.0,0.3333333333333333,0.8,0.8,12,2,11,control,1,4
3,4.0,1.0,0.8,0.8000000000000002,0.8000000000000002,12,2,11,control,1,4
0,1.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,12,2,12,control,0,4
1,2.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,12,2,12,control,0,4
2,3.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,12,2,12,control,0,4
3,4.0,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,12,2,12,control,0,4
0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,12,2,13,control,1,4
1,2.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,12,2,13,control,1,4
2,3.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,12,2,13,control,1,4
3,4.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,12,2,13,control,1,4
0,1.0,1.0,0.3333333333333333,0.7692307692307692,0.7692307692307692,12,2,14,control,0,4
1,2.0,1.0,0.3333333333333333,0.7692307692307692,0.7692307692307692,12,2,14,control,0,4
2,3.0,1.0,0.3333333333333333,0.7692307692307692,0.7692307692307692,12,2,14,control,0,4
3,4.0,1.0,0.7692307692307693,0.7692307692307694,0.7692307692307694,12,2,14,control,0,4
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,3,0,control,1,1
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,3,0,control,1,1
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,3,0,control,1,1
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,12,3,0,control,1,1
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,3,1,control,0,1
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,3,1,control,0,1
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,12,3,1,control,0,1
