,arm,p,reward,exploit0,exploit1,room,game,move,condition,player,chosen_arm
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,19,6,8,partial,0,4
3,4.0,0.9999999999999999,0.5,0.75,0.6666666666666667,19,6,8,partial,0,4
0,1.0,0.9999999999999998,0.49999999999999967,0.7426587301587296,0.6666666666666667,19,6,9,partial,1,4
1,2.0,0.9999999999999984,0.666666666666666,0.7466666666666679,0.6666666666666662,19,6,9,partial,1,4
2,3.0,0.9999999999999981,0.4999999999999994,0.7500000000000002,0.6666666666666661,19,6,9,partial,1,4
3,4.0,0.9999999999999996,0.49999999999999983,0.7422222222222218,0.6666666666666666,19,6,9,partial,1,4
0,1.0,0.9999999999999999,0.6666666666666666,0.75,0.6666666666666666,19,6,10,partial,0,4
1,2.0,1.0,0.75,0.7666666666666666,0.6875,19,6,10,partial,0,4
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,19,6,10,partial,0,4
3,4.0,0.9999999999999999,0.6666666666666666,0.75,0.6851851851851851,19,6,10,partial,0,4
0,1.0,1.0,0.5,0.775925925925926,0.6666666666666666,19,6,11,partial,1,4
1,2.0,0.9999999999999992,0.6666666666666664,0.7824444444444434,0.6851851851851851,19,6,11,partial,1,4
2,3.0,0.9999999999999999,0.49999999999999994,0.7801587301587293,0.6666666666666667,19,6,11,partial,1,4
3,4.0,1.0000000000000007,0.666666666666667,0.7759259259259255,0.6851851851851845,19,6,11,partial,1,4
0,1.0,0.9999999999999999,0.6666666666666666,0.75,0.6666666666666666,19,6,12,partial,0,4
1,2.0,1.0,0.75,0.7666666666666666,0.6875,19,6,12,partial,0,4
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,19,6,12,partial,0,4
3,4.0,1.0,0.625,0.75,0.6840277777777778,19,6,12,partial,0,4
0,1.0,0.9999999999999992,0.49999999999999994,0.7816043083900218,0.6666666666666669,19,6,13,partial,1,4
1,2.0,0.9999999999999979,0.6666666666666657,0.7868253968253957,0.6851851851851847,19,6,13,partial,1,4
2,3.0,0.9999999999999978,0.4999999999999992,0.7849206349206337,0.666666666666666,19,6,13,partial,1,4
3,4.0,1.0,0.6666666666666669,0.7814814814814812,0.6851851851851845,19,6,13,partial,1,4
0,1.0,0.9999999999999999,0.6666666666666666,0.75,0.6666666666666666,19,6,14,partial,0,4
1,2.0,1.0,0.75,0.7666666666666666,0.6736111111111112,19,6,14,partial,0,4
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,19,6,14,partial,0,4
3,4.0,0.9999999999999999,0.5,0.75,0.6666666666666667,19,6,14,partial,0,4
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,0,partial,1,3
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,0,partial,1,3
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,0,partial,1,3
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,0,partial,1,3
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,1,partial,0,1
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,1,partial,0,1
2,3.0,1.0,0.3333333333333333,0.5,0.5185185185185185,19,7,1,partial,0,1
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,7,1,partial,0,1
0,1.0,1.0000000000000002,0.5,0.6388888888888886,0.5277777777777778,19,7,2,partial,1,1
1,2.0,0.9999999999999997,0.5,0.6458333333333334,0.5277777777777777,19,7,2,partial,1,1
2,3.0,1.0000000000000002,0.5,0.6388888888888887,0.5277777777777778,19,7,2,partial,1,1
3,4.0,0.9999999999999997,0.5,0.6458333333333334,0.5277777777777777,19,7,2,partial,1,1
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.6527777777777778,19,7,3,partial,0,4
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,19,7,3,partial,0,4
2,3.0,1.0,0.3333333333333333,0.5,0.6666666666666666,19,7,3,partial,0,4
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,19,7,3,partial,0,4
0,1.0,0.9999999999999994,0.6666666666666665,0.7208333333333334,0.6666666666666665,19,7,4,partial,1,4
1,2.0,0.9999999999999999,0.5000000000000001,0.7152777777777783,0.6666666666666664,19,7,4,partial,1,4
2,3.0,0.9999999999999998,0.4999999999999999,0.7129629629629629,0.666666666666667,19,7,4,partial,1,4
3,4.0,0.9999999999999998,0.49999999999999994,0.712962962962963,0.6666666666666669,19,7,4,partial,1,4
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.6805555555555556,19,7,5,partial,0,1
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,19,7,5,partial,0,1
2,3.0,1.0,0.3333333333333333,0.5,0.6666666666666666,19,7,5,partial,0,1
3,4.0,0.9999999999999999,0.5,0.5499999999999999,0.6805555555555556,19,7,5,partial,0,1
0,1.0,0.9999999999999996,0.6666666666666666,0.7583333333333331,0.6851851851851848,19,7,6,partial,1,1
1,2.0,1.0000000000000002,0.5,0.7569444444444441,0.6666666666666672,19,7,6,partial,1,1
2,3.0,1.0000000000000002,0.49999999999999994,0.75462962962963,0.6666666666666666,19,7,6,partial,1,1
3,4.0,1.0000000000000002,0.6666666666666665,0.7569444444444441,0.6851851851851855,19,7,6,partial,1,1
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.7518518518518519,19,7,7,partial,0,2
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.75,19,7,7,partial,0,2
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.75,19,7,7,partial,0,2
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.75,19,7,7,partial,0,2
0,1.0,0.9999999999999993,0.7499999999999996,0.7925595238095231,0.755555555555555,19,7,8,partial,1,2
1,2.0,0.9999999999999991,0.4999999999999998,0.790740740740741,0.7499999999999991,19,7,8,partial,1,2
2,3.0,0.9999999999999991,0.4999999999999998,0.7907407407407407,0.7499999999999991,19,7,8,partial,1,2
3,4.0,0.9999999999999994,0.6666666666666664,0.7920833333333328,0.7500000000000017,19,7,8,partial,1,2
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.7518518518518519,19,7,9,partial,0,4
1,2.0,1.0,0.25,0.6666666666666666,0.75,19,7,9,partial,0,4
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.75,19,7,9,partial,0,4
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.75,19,7,9,partial,0,4
0,1.0,0.9999999999999998,0.7499999999999998,0.7980753968253965,0.7555555555555552,19,7,10,partial,1,4
1,2.0,0.9999999999999992,0.33333333333333315,0.7909722222222214,0.7500000000000012,19,7,10,partial,1,4
2,3.0,0.9999999999999996,0.4999999999999999,0.7955555555555556,0.7499999999999989,19,7,10,partial,1,4
3,4.0,0.9999999999999996,0.6666666666666667,0.7908333333333327,0.7499999999999997,19,7,10,partial,1,4
0,1.0,0.9999999999999999,0.6666666666666666,0.6984126984126984,0.7518518518518519,19,7,11,partial,0,1
1,2.0,1.0,0.25,0.6666666666666666,0.75,19,7,11,partial,0,1
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.75,19,7,11,partial,0,1
3,4.0,0.9999999999999999,0.6666666666666666,0.6984126984126984,0.75,19,7,11,partial,0,1
0,1.0,0.9999999999999993,0.5999999999999995,0.7357142857142855,0.6666666666666673,19,7,12,partial,1,1
1,2.0,0.9999999999999993,0.33333333333333337,0.7342380952380941,0.6666666666666666,19,7,12,partial,1,1
2,3.0,0.9999999999999996,0.49999999999999967,0.7430158730158729,0.6666666666666666,19,7,12,partial,1,1
3,4.0,1.0000000000000002,0.6666666666666667,0.736666666666666,0.6777777777777777,19,7,12,partial,1,1
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.6666666666666667,19,7,13,partial,0,3
1,2.0,1.0,0.25,0.6666666666666666,0.6666666666666666,19,7,13,partial,0,3
2,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,19,7,13,partial,0,3
3,4.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.6777777777777777,19,7,13,partial,0,3
0,1.0,0.9999999999999983,0.5999999999999991,0.7464285714285704,0.6666666666666669,19,7,14,partial,1,3
1,2.0,0.9999999999999993,0.3333333333333335,0.7451587301587297,0.6666666666666696,19,7,14,partial,1,3
2,3.0,0.9999999999999996,0.5,0.7492619047619042,0.6666666666666682,19,7,14,partial,1,3
3,4.0,1.000000000000002,0.666666666666667,0.7480725623582762,0.6777777777777765,19,7,14,partial,1,3
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,0,partial,0,4
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,0,partial,0,4
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,0,partial,0,4
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,0,partial,0,4
0,1.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,8,1,partial,1,4
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,8,1,partial,1,4
2,3.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,8,1,partial,1,4
3,4.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,19,8,1,partial,1,4
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,2,partial,0,4
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,2,partial,0,4
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,2,partial,0,4
3,4.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,19,8,2,partial,0,4
0,1.0,1.0000000000000002,0.5,0.5916666666666667,0.5277777777777778,19,8,3,partial,1,4
1,2.0,1.0000000000000002,0.5,0.5916666666666667,0.5277777777777778,19,8,3,partial,1,4
2,3.0,1.0000000000000002,0.5,0.5916666666666667,0.5277777777777778,19,8,3,partial,1,4
3,4.0,0.9999999999999999,0.3333333333333333,0.5166666666666666,0.49999999999999994,19,8,3,partial,1,4
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,4,partial,0,4
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,4,partial,0,4
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,8,4,partial,0,4
3,4.0,0.9999999999999999,0.5,0.5357142857142856,0.49999999999999994,19,8,4,partial,0,4
0,1.0,0.9999999999999999,0.5,0.5968253968253968,0.5277777777777778,19,8,5,partial,1,4
1,2.0,0.9999999999999999,0.5,0.5968253968253968,0.5277777777777778,19,8,5,partial,1,4
2,3.0,0.9999999999999999,0.5,0.5968253968253968,0.5277777777777778,19,8,5,partial,1,4
3,4.0,0.9999999999999999,0.3333333333333333,0.5238095238095236,0.49999999999999994,19,8,5,partial,1,4
0,1.0,0.9999999999999999,0.5,0.6458333333333333,0.5277777777777777,19,8,6,partial,0,4
1,2.0,0.9999999999999999,0.5,0.6458333333333333,0.5277777777777777,19,8,6,partial,0,4
2,3.0,0.9999999999999999,0.5,0.6458333333333333,0.5277777777777777,19,8,6,partial,0,4
3,4.0,1.0,0.625,0.6249999999999999,0.5,19,8,6,partial,0,4
0,1.0,0.9999999999999996,0.4999999999999999,0.599206349206349,0.5277777777777775,19,8,7,partial,1,4
1,2.0,0.9999999999999996,0.4999999999999999,0.599206349206349,0.5277777777777775,19,8,7,partial,1,4
2,3.0,0.9999999999999996,0.4999999999999999,0.599206349206349,0.5277777777777775,19,8,7,partial,1,4
3,4.0,0.9999999999999999,0.33333333333333326,0.5277777777777777,0.49999999999999994,19,8,7,partial,1,4
0,1.0,0.9999999999999999,0.5,0.7,0.5277777777777777,19,8,8,partial,0,4
1,2.0,0.9999999999999999,0.5,0.7,0.5277777777777777,19,8,8,partial,0,4
2,3.0,0.9999999999999999,0.5,0.7,0.5277777777777777,19,8,8,partial,0,4
3,4.0,0.9999999999999999,0.7,0.7,0.49999999999999994,19,8,8,partial,0,4
0,1.0,0.9999999999999999,0.49999999999999994,0.6015151515151514,0.5277777777777778,19,8,9,partial,1,4
1,2.0,0.9999999999999999,0.49999999999999994,0.6015151515151514,0.5277777777777778,19,8,9,partial,1,4
2,3.0,0.9999999999999999,0.49999999999999994,0.6015151515151514,0.5277777777777778,19,8,9,partial,1,4
3,4.0,1.0,0.3333333333333332,0.5303030303030304,0.5,19,8,9,partial,1,4
0,1.0,0.9999999999999999,0.5,0.75,0.5277777777777777,19,8,10,partial,0,4
1,2.0,0.9999999999999999,0.5,0.75,0.5277777777777777,19,8,10,partial,0,4
2,3.0,0.9999999999999999,0.5,0.75,0.5277777777777777,19,8,10,partial,0,4
3,4.0,1.0,0.75,0.75,0.5,19,8,10,partial,0,4
0,1.0,0.9999999999999999,0.49999999999999983,0.6028554778554777,0.5277777777777777,19,8,11,partial,1,4
1,2.0,0.9999999999999999,0.49999999999999983,0.6028554778554777,0.5277777777777777,19,8,11,partial,1,4
2,3.0,0.9999999999999999,0.49999999999999983,0.6028554778554777,0.5277777777777777,19,8,11,partial,1,4
3,4.0,1.0,0.33333333333333326,0.532051282051282,0.5,19,8,11,partial,1,4
0,1.0,0.9999999999999999,0.5,0.7857142857142856,0.5277777777777777,19,8,12,partial,0,4
1,2.0,0.9999999999999999,0.5,0.7857142857142856,0.5277777777777777,19,8,12,partial,0,4
2,3.0,0.9999999999999999,0.5,0.7857142857142856,0.5277777777777777,19,8,12,partial,0,4
3,4.0,0.9999999999999998,0.7857142857142856,0.7857142857142856,0.4999999999999999,19,8,12,partial,0,4
0,1.0,0.9999999999999998,0.49999999999999994,0.6337912087912084,0.5277777777777777,19,8,13,partial,1,4
1,2.0,0.9999999999999998,0.49999999999999994,0.6337912087912084,0.5277777777777777,19,8,13,partial,1,4
2,3.0,0.9999999999999998,0.49999999999999994,0.6337912087912084,0.5277777777777777,19,8,13,partial,1,4
3,4.0,1.0000000000000002,0.49999999999999994,0.5807692307692308,0.5166666666666667,19,8,13,partial,1,4
0,1.0,0.9999999999999999,0.5,0.75,0.5277777777777777,19,8,14,partial,0,4
1,2.0,0.9999999999999999,0.5,0.75,0.5277777777777777,19,8,14,partial,0,4
2,3.0,0.9999999999999999,0.5,0.75,0.5277777777777777,19,8,14,partial,0,4
3,4.0,1.0,0.75,0.75,0.525,19,8,14,partial,0,4
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,9,0,partial,1,3
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,9,0,partial,1,3
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,9,0,partial,1,3
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,9,0,partial,1,3
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,1,partial,0,4
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,1,partial,0,4
2,3.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,19,9,1,partial,0,4
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,1,partial,0,4
0,1.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,9,2,partial,1,4
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,9,2,partial,1,4
2,3.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,19,9,2,partial,1,4
3,4.0,1.0000000000000002,0.33333333333333337,0.5833333333333333,0.5000000000000001,19,9,2,partial,1,4
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,3,partial,0,4
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,3,partial,0,4
2,3.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,19,9,3,partial,0,4
3,4.0,1.0,0.25,0.6666666666666666,0.5,19,9,3,partial,0,4
0,1.0,0.9999999999999998,0.5000000000000001,0.6291666666666669,0.5277777777777778,19,9,4,partial,1,4
1,2.0,0.9999999999999998,0.5000000000000001,0.6291666666666669,0.5277777777777778,19,9,4,partial,1,4
2,3.0,1.0000000000000002,0.5,0.5944444444444443,0.5277777777777779,19,9,4,partial,1,4
3,4.0,0.9999999999999998,0.33333333333333326,0.5916666666666666,0.4999999999999999,19,9,4,partial,1,4
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,5,partial,0,3
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,5,partial,0,3
2,3.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,19,9,5,partial,0,3
3,4.0,1.0,0.16666666666666666,0.6666666666666665,0.5,19,9,5,partial,0,3
0,1.0,0.9999999999999996,0.4999999999999999,0.5916666666666667,0.5277777777777776,19,9,6,partial,1,3
1,2.0,0.9999999999999996,0.4999999999999999,0.5916666666666667,0.5277777777777776,19,9,6,partial,1,3
2,3.0,1.0,0.33333333333333326,0.5316666666666667,0.5,19,9,6,partial,1,3
3,4.0,1.0,0.3333333333333333,0.5238095238095237,0.5,19,9,6,partial,1,3
0,1.0,0.9999999999999999,0.5,0.6333333333333333,0.5277777777777777,19,9,7,partial,0,2
1,2.0,0.9999999999999999,0.5,0.6333333333333333,0.5277777777777777,19,9,7,partial,0,2
2,3.0,0.9999999999999999,0.6,0.5999999999999999,0.49999999999999994,19,9,7,partial,0,2
3,4.0,1.0,0.16666666666666666,0.6,0.5,19,9,7,partial,0,2
0,1.0,0.9999999999999991,0.4999999999999998,0.6124999999999994,0.5277777777777773,19,9,8,partial,1,2
1,2.0,0.9999999999999992,0.5,0.6044444444444441,0.5277777777777776,19,9,8,partial,1,2
2,3.0,1.0,0.33333333333333326,0.5991666666666664,0.5,19,9,8,partial,1,2
3,4.0,0.999999999999999,0.33333333333333315,0.6038095238095234,0.4999999999999995,19,9,8,partial,1,2
0,1.0,0.9999999999999999,0.5,0.6333333333333333,0.5277777777777777,19,9,9,partial,0,3
1,2.0,0.9999999999999999,0.5,0.6,0.5277777777777777,19,9,9,partial,0,3
2,3.0,0.9999999999999999,0.6,0.5999999999999999,0.49999999999999994,19,9,9,partial,0,3
3,4.0,1.0,0.16666666666666666,0.6,0.5,19,9,9,partial,0,3
0,1.0,1.0000000000000002,0.49999999999999994,0.6269444444444442,0.5277777777777778,19,9,10,partial,1,3
1,2.0,1.0,0.5000000000000001,0.61,0.5277777777777779,19,9,10,partial,1,3
2,3.0,0.9999999999999997,0.2499999999999999,0.5965873015873016,0.49999999999999983,19,9,10,partial,1,3
3,4.0,0.9999999999999994,0.33333333333333337,0.5992063492063492,0.4999999999999997,19,9,10,partial,1,3
0,1.0,0.9999999999999999,0.5,0.6190476190476191,0.5277777777777777,19,9,11,partial,0,3
1,2.0,0.9999999999999999,0.5,0.5857142857142856,0.5277777777777777,19,9,11,partial,0,3
2,3.0,1.0,0.5714285714285714,0.5714285714285714,0.5,19,9,11,partial,0,3
3,4.0,1.0,0.16666666666666666,0.5714285714285714,0.5,19,9,11,partial,0,3
0,1.0,0.9999999999999997,0.5,0.6381746031746037,0.5277777777777779,19,9,12,partial,1,3
1,2.0,0.9999999999999996,0.5,0.6170714285714285,0.5277777777777777,19,9,12,partial,1,3
2,3.0,0.9999999999999994,0.3999999999999998,0.607301587301587,0.4999999999999997,19,9,12,partial,1,3
3,4.0,1.0000000000000002,0.33333333333333337,0.607369614512471,0.5000000000000001,19,9,12,partial,1,3
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,13,partial,0,3
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,9,13,partial,0,3
2,3.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.5158730158730158,19,9,13,partial,0,3
3,4.0,1.0,0.16666666666666666,0.6666666666666665,0.5,19,9,13,partial,0,3
0,1.0,0.999999999999998,0.4999999999999993,0.6550925925925912,0.5277777777777767,19,9,14,partial,1,3
1,2.0,0.9999999999999978,0.49999999999999944,0.6344047619047609,0.5277777777777767,19,9,14,partial,1,3
2,3.0,0.9999999999999983,0.4999999999999995,0.6272486772486765,0.5119047619047615,19,9,14,partial,1,3
3,4.0,0.9999999999999967,0.3333333333333329,0.6265684051398326,0.49999999999999833,19,9,14,partial,1,3
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,0,partial,0,3
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,0,partial,0,3
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,0,partial,0,3
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,0,partial,0,3
0,1.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,10,1,partial,1,3
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,10,1,partial,1,3
2,3.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,19,10,1,partial,1,3
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,10,1,partial,1,3
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,2,partial,0,2
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,2,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,19,10,2,partial,0,2
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,2,partial,0,2
0,1.0,1.0000000000000002,0.5000000000000001,0.6666666666666666,0.5277777777777778,19,10,3,partial,1,2
1,2.0,0.9999999999999996,0.49999999999999994,0.6388888888888888,0.5277777777777777,19,10,3,partial,1,2
2,3.0,0.9999999999999998,0.5,0.65,0.5277777777777778,19,10,3,partial,1,2
3,4.0,1.0000000000000002,0.5000000000000001,0.6666666666666667,0.5277777777777779,19,10,3,partial,1,2
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,4,partial,0,2
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,19,10,4,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,19,10,4,partial,0,2
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,4,partial,0,2
0,1.0,0.999999999999999,0.5000000000000001,0.6874999999999996,0.5277777777777776,19,10,5,partial,1,2
1,2.0,0.9999999999999996,0.4999999999999999,0.6555555555555549,0.5277777777777777,19,10,5,partial,1,2
2,3.0,0.9999999999999997,0.49999999999999983,0.6624999999999998,0.5277777777777778,19,10,5,partial,1,2
3,4.0,0.999999999999999,0.5000000000000001,0.6874999999999993,0.5277777777777776,19,10,5,partial,1,2
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,6,partial,0,2
1,2.0,0.9999999999999999,0.5,0.5357142857142856,0.5277777777777777,19,10,6,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,19,10,6,partial,0,2
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,6,partial,0,2
0,1.0,1.0000000000000009,0.49999999999999967,0.6937830687830688,0.5277777777777781,19,10,7,partial,1,2
1,2.0,1.0000000000000002,0.49999999999999994,0.6607142857142854,0.5277777777777778,19,10,7,partial,1,2
2,3.0,1.0,0.5,0.6714285714285708,0.5277777777777778,19,10,7,partial,1,2
3,4.0,1.0000000000000009,0.49999999999999967,0.6937830687830688,0.5277777777777781,19,10,7,partial,1,2
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,8,partial,0,2
1,2.0,1.0,0.375,0.5,0.5208333333333334,19,10,8,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,19,10,8,partial,0,2
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,10,8,partial,0,2
0,1.0,0.9999999999999983,0.4999999999999995,0.6967592592592595,0.5277777777777777,19,10,9,partial,1,2
1,2.0,1.0000000000000016,0.49999999999999994,0.6648148148148147,0.527777777777778,19,10,9,partial,1,2
2,3.0,0.9999999999999984,0.4999999999999998,0.675,0.5277777777777775,19,10,9,partial,1,2
3,4.0,0.9999999999999983,0.4999999999999995,0.6967592592592596,0.5277777777777777,19,10,9,partial,1,2
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,19,10,10,partial,0,2
1,2.0,0.9999999999999999,0.5,0.5227272727272727,0.6527777777777778,19,10,10,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5499999999999999,0.6666666666666667,19,10,10,partial,0,2
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,19,10,10,partial,0,2
0,1.0,1.0,0.49999999999999994,0.7855218855218858,0.7500000000000003,19,10,11,partial,1,2
1,2.0,1.0000000000000002,0.7500000000000001,0.776262626262626,0.7500000000000003,19,10,11,partial,1,2
2,3.0,1.0,0.49999999999999994,0.7806439393939393,0.7500000000000007,19,10,11,partial,1,2
3,4.0,1.0,0.49999999999999994,0.785521885521886,0.7500000000000006,19,10,11,partial,1,2
0,1.0,0.9999999999999999,0.5,0.625,0.75,19,10,12,partial,0,2
1,2.0,1.0,0.5833333333333334,0.5833333333333334,0.7388888888888889,19,10,12,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5916666666666667,0.75,19,10,12,partial,0,2
3,4.0,0.9999999999999999,0.5,0.625,0.75,19,10,12,partial,0,2
0,1.0,0.9999999999999989,0.5,0.7874514374514368,0.7500000000000002,19,10,13,partial,1,2
1,2.0,1.0000000000000007,0.75,0.778305028305028,0.7499999999999993,19,10,13,partial,1,2
2,3.0,0.9999999999999998,0.49999999999999983,0.7824300699300699,0.7500000000000004,19,10,13,partial,1,2
3,4.0,0.9999999999999989,0.5,0.7874514374514368,0.7500000000000002,19,10,13,partial,1,2
0,1.0,0.9999999999999999,0.5,0.6190476190476191,0.75,19,10,14,partial,0,2
1,2.0,1.0,0.5714285714285714,0.5714285714285714,0.7380952380952381,19,10,14,partial,0,2
2,3.0,0.9999999999999999,0.5,0.5857142857142856,0.75,19,10,14,partial,0,2
3,4.0,0.9999999999999999,0.5,0.6190476190476191,0.75,19,10,14,partial,0,2
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,11,0,partial,1,1
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,11,0,partial,1,1
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,11,0,partial,1,1
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,19,11,0,partial,1,1
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,19,11,1,partial,0,2
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,11,1,partial,0,2
2,3.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,11,1,partial,0,2
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,19,11,1,partial,0,2
0,1.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,19,11,2,partial,1,2
1,2.0,1.0000000000000002,0.33333333333333337,0.5833333333333333,0.5000000000000001,19,11,2,partial,1,2
2,3.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,11,2,partial,1,2
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,19,11,2,partial,1,2
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,19,11,3,partial,0,1
