,agreement,condition_agreement,param_discount_factor,param_exploit_weight,param_w1,param_w2
0,0.6427734375,[0.71204167 0.59015152 0.56145833],0.3025653586286323,0.4820044210726425,0.6091861413334302,0.5727132241756726
0,0.6429966517857143,[0.71222917 0.59043561 0.56145833],0.42317572055569486,0.6030457030144328,0.12729236271254307,0.8849502053789043
0,0.6318126860119048,[0.70416667 0.57793561 0.53831845],0.5382552703279453,0.24751042308635274,0.12996821589001706,0.9835462306043867
0,0.5735770089285714,[0.69275    0.48619318 0.40892857],0.6453462240388492,0.026993846894752038,0.3769344592663266,0.6285169299106148
0,0.6427827380952381,[0.7116875  0.59049242 0.56145833],0.4115362723659992,0.6540938886428653,0.2681147693361893,0.17097453057072587
0,0.6428013392857143,[0.71191667 0.59032197 0.56145833],0.4587577657984184,0.7649453209653476,0.5232027843056771,0.8676206824154984
0,0.6132998511904761,[0.6966875  0.55274621 0.49345238],0.8320116670419143,0.3631660392230859,0.5668568662580658,0.857259004156495
0,0.6397321428571429,[0.70860417 0.58776515 0.55610119],0.568351290572675,0.34476925020099103,0.6990207921816222,0.45313513855798404
0,0.6426990327380953,[0.7116875  0.59032197 0.56145833],0.1734520269323363,0.7034428312900262,0.1943406741699969,0.5664504900684969
0,0.6220424107142856,[0.699375   0.56623106 0.50818452],0.7151801470815055,0.20800086434839082,0.8816440617308509,0.22234080438825432
0,0.6428571428571429,[0.71204167 0.59032197 0.56145833],0.5111061739300722,0.9852600989753255,0.3699776233988834,0.6422954626277974
0,0.6426711309523809,[0.7116875  0.59026515 0.56145833],0.2133898670743679,0.8797323248101323,0.8557481200109244,0.7312152856616836
0,0.630561755952381,[0.70316667 0.57757576 0.52827381],0.8550698549038627,0.753711893095838,0.3553974760065016,0.7007315339078037
0,0.6426618303571429,[0.71179167 0.59026515 0.56056548],0.4194697342198226,0.729957687753134,0.587107462982922,0.9957904227443864
0,0.6376395089285716,[0.7083125  0.58492424 0.54702381],0.688532598706371,0.46242690785817386,0.12883174124296437,0.7675945742217077
0,0.6426990327380953,[0.7116875  0.59032197 0.56145833],0.19238162578329254,0.9841492920933753,0.956084383641764,0.6044147418768392
0,0.6426618303571429,[0.71185417 0.5900947  0.56145833],0.187675931971363,0.48526009931978764,0.8681201501447171,0.8508255587462421
0,0.6425967261904763,[0.7116875  0.59034091 0.55967262],0.03854131794818372,0.07449727590374511,0.8227456985077347,0.45860619935793645
0,0.5974051339285713,[0.693625   0.52748106 0.45952381],0.7237458808241705,0.04615756202658883,0.6322927155872,0.21461063644779366
0,0.6176990327380952,[0.6984375  0.55909091 0.5014881 ],0.8454316448631791,0.3110946287081461,0.1771947371340733,0.6837267041226105
0,0.6381649925595239,[0.7079375  0.58560606 0.55275298],0.3628914686881479,0.1741819083867766,0.5497417038656507,0.6501241696310214
0,0.623549107142857,[0.70045833 0.56791667 0.51130952],0.9770874571611211,0.9020178655522277,0.5769295623029966,0.21044491650866615
0,0.6396019345238096,[0.7089375  0.58742424 0.55431548],0.84433686526726,0.9324074473173017,0.14203779250407056,0.5584712994538328
0,0.6296409970238095,[0.70235417 0.57723485 0.52202381],0.7578072669580721,0.644659779184482,0.9692037367844445,0.8354820785795621
0,0.6417782738095239,[0.7105625  0.58981061 0.55877976],0.7934322408881436,0.8928163349256396,0.3810293024849597,0.362849465347435
0,0.6431361607142857,[0.71210417 0.59083333 0.56145833],0.5227750958998317,0.8027034296261738,0.636801868511002,0.5281919884980757
0,0.6428571428571429,[0.71191667 0.59043561 0.56145833],0.35823177322603716,0.3780355707036702,0.9378421335966207,0.3069481982682808
0,0.6426990327380953,[0.7116875  0.59020833 0.56235119],0.44415679675677644,0.9824660795928762,0.7379570306314679,0.14923749797709096
0,0.6407831101190476,[0.71033333 0.58844697 0.55520833],0.40404370685801194,0.29115355057111436,0.6112019713537142,0.6251736013045407
0,0.6272972470238095,[0.70108333 0.57424242 0.5171131 ],0.9282245603198092,0.6670073265790485,0.39619130907710753,0.3185603967190792
0,0.6137090773809524,[0.6970625  0.55289773 0.49613095],0.8605317301660048,0.32147551605280655,0.36675694153261473,0.6475094776238186
0,0.6428013392857143,[0.71185417 0.59037879 0.56145833],0.12826829486782965,0.3523112159726043,0.49442193258999223,0.910333206320732
0,0.6308686755952381,[0.70310417 0.57763258 0.53318452],0.8880215674857471,0.7938387895365112,0.10960513578466902,0.7709077643923172
0,0.6426618303571429,[0.71179167 0.59015152 0.56145833],0.2621467686539062,0.4291410750417626,0.7642466986802493,0.8497729210509422
0,0.6332682291666666,[0.70404167 0.58109848 0.53764881],0.9241525049801335,0.3806549716686546,0.2794709956235011,0.02336555247493477
0,0.5667503720238095,[0.6930625  0.47191288 0.40967262],0.9710372655562293,0.08088822579093302,0.5467953947791193,0.40331613180616865
0,0.6427455357142857,[0.71204167 0.5900947  0.56145833],0.243993975123587,0.13067794720660875,0.4352874131483859,0.1818830635032076
0,0.6427176339285714,[0.71191667 0.59026515 0.56056548],0.5467780486703095,0.4956183526607584,0.5558952002017165,0.28585381252196684
0,0.6427734375,[0.71191667 0.59026515 0.56145833],0.3999245004869334,0.7997288490339395,0.5293626701582661,0.6432599040122468
0,0.6425548735119048,[0.71189583 0.59015152 0.55900298],0.6485489641819372,0.8717725993229495,0.10366323566448299,0.7756750248325386
0,0.6427734375,[0.71185417 0.59032197 0.56145833],0.22701995680894915,0.5239936067922151,0.38810404660079356,0.6963934426411469
0,0.6428013392857143,[0.71185417 0.59037879 0.56145833],0.27628333250339376,0.8027082974340226,0.3720450990869433,0.7665300744101895
0,0.6428292410714286,[0.71185417 0.59043561 0.56145833],0.18977955898579024,0.5000241633501247,0.11483965314776967,0.9703047443959812
0,0.6425874255952381,[0.7116875  0.59026515 0.56011905],0.1055535393907635,0.9010178185093761,0.2482397449777951,0.08546646272118597
0,0.6029296874999999,[0.69525    0.53543561 0.47380952],0.9069902810047376,0.4296347219014631,0.9425290858818457,0.8408449892715113
0,0.6043340773809524,[0.6945     0.53903409 0.4733631 ],0.7927106535572969,0.06995203373125347,0.7677272936633164,0.03553016710803614
0,0.642578125,[0.7116875  0.59024621 0.56011905],0.116731132193867,0.40978281802255156,0.41146084196672494,0.09651994056797575
0,0.6425595238095237,[0.7116875  0.59003788 0.56145833],0.6241004243666634,0.6176282594081625,0.07346331307004328,0.1045733665324492
0,0.6426711309523809,[0.7116875  0.59026515 0.56145833],0.13875261049698506,0.9861537081695065,0.9638878941691539,0.9521241256075592
0,0.6400623139880953,[0.7094375  0.58765152 0.5563244 ],0.5530231416785117,0.6741170417678766,0.7170837226759688,0.9921749449071082
0,0.6367838541666666,[0.70597917 0.58541667 0.54613095],0.9700281917758726,0.4368908881801109,0.09237150016967988,0.08378654981996714
0,0.6428013392857143,[0.71185417 0.59037879 0.56145833],0.5018330171661185,0.545581609706052,0.056205354883972825,0.29365033572313004
0,0.6008184523809523,[0.6941875  0.53323864 0.46488095],0.9546820622418443,0.15713030319189636,0.6732763580578811,0.14273203765140863
0,0.6307477678571428,[0.70285417 0.57835227 0.52738095],0.842728312673127,0.7939137140160906,0.982580019346237,0.41942524801985803
0,0.6429129464285714,[0.7116875  0.59090909 0.56026786],0.013975116051163639,0.47666514322477593,0.24648144287862306,0.7422360746677584
0,0.6425223214285715,[0.71179167 0.5900947  0.55967262],0.23254140997313355,0.12613638191468624,0.7126382132004925,0.290911294483423
0,0.6243675595238095,[0.70052083 0.56895833 0.51577381],0.42112235864069825,0.036219012808650364,0.3519368488062772,0.22217458444289195
0,0.6425874255952381,[0.7116875  0.5900947  0.56145833],0.13355148552323326,0.5684601156539693,0.9399368905516552,0.6727002224176876
0,0.6386532738095239,[0.708875   0.58577652 0.55252976],0.41025177415315395,0.23268427848539797,0.1017690763805138,0.8386074465428661
0,0.6426060267857143,[0.71185417 0.58998106 0.56145833],0.34050559044314554,0.44699623071509254,0.8699776393789597,0.10601338223687529
0,0.6240606398809524,[0.70070833 0.56736742 0.52202381],0.9381142159140985,0.9050258429101515,0.10219599469000418,0.8641666922136859
0,0.5398251488095238,[0.69275    0.42452652 0.35342262],0.956220685550981,0.02090767559643425,0.12026040753992906,0.3227808542627477
0,0.6411179315476191,[0.71083333 0.58867424 0.55520833],0.6978011612279424,0.44797050105729075,0.009409598105915684,0.4755751118122672
0,0.6426990327380953,[0.7116875  0.59032197 0.56145833],0.19013837216121687,0.6833476042259046,0.1760766565362174,0.1679273243949978
0,0.599135044642857,[0.69425    0.5300947  0.46220238],0.783805993920047,0.158929258714676,0.8750960629071306,0.6894563131573881
0,0.6,[0.695      0.53056818 0.46696429],0.9208178804977865,0.13558856082077186,0.05579927493628556,0.38663034312923583
0,0.6417596726190476,[0.71114583 0.58924242 0.55877976],0.594326075650751,0.37007732543804883,0.4596071081019958,0.27507887598215697
0,0.6100167410714284,[0.6961875  0.54719697 0.48809524],0.7587070452877975,0.23664587964347983,0.8068037217253734,0.8433022876344675
0,0.6360119047619048,[0.70579167 0.58412879 0.5452381 ],0.8300160186730683,0.6068961857402413,0.1615803829747391,0.5618064559311985
0,0.5686011904761904,[0.69275    0.47645833 0.40580357],0.8862637202428222,0.043492469175141046,0.6967622802629206,0.37227760195489645
0,0.6426897321428572,[0.71191667 0.5900947  0.56145833],0.39973582960503173,0.6043092366806385,0.7996443679165814,0.2890526447011873
0,0.6426711309523809,[0.7116875  0.59026515 0.56145833],0.28355665431407084,0.8286562816605415,0.24773974781170527,0.24302443382424932
0,0.6427548363095238,[0.7116875  0.59043561 0.56145833],0.0859360788694904,0.6626553427295431,0.6948086239240895,0.3130300829354741
0,0.5921688988095237,[0.6935     0.51814394 0.45      ],0.9944750980403685,0.11031504859226993,0.8283925006825913,0.11949528927758768
0,0.6406622023809524,[0.7094375  0.58867424 0.5578869 ],0.7189530823701424,0.5988711495679925,0.5343058037236846,0.3371669826958509
0,0.5978329613095238,[0.695      0.52643939 0.46473214],0.9884931784602281,0.4860569412755248,0.37521306692307643,0.7463509473176206
0,0.6424293154761905,[0.71170833 0.5900947  0.55877976],0.5186484382711795,0.187842727661913,0.06874811237143563,0.2385975123788544
0,0.6425409226190476,[0.71183333 0.58975379 0.56235119],0.7981976944409458,0.35603849960251854,0.13991600089245482,0.05250149247891045
0,0.6428850446428571,[0.71204167 0.59049242 0.56056548],0.5991216960421926,0.9504321957973602,0.5772615437941995,0.5868376952018587
0,0.6151692708333333,[0.6966875  0.55655303 0.49345238],0.82291226375733,0.3765697423448148,0.6328400030662287,0.8926211653772942
0,0.6215587797619047,[0.6998125  0.56479167 0.50863095],0.9063927549439436,0.44098926139982686,0.6795512690587233,0.138672878201634
0,0.6425316220238095,[0.7116875  0.59020833 0.55967262],0.07187075697737033,0.5106351940142455,0.9491795533279308,0.20397918556105388
0,0.6162295386904763,[0.6984375  0.55632576 0.49970238],0.9399413080305944,0.5344423775960627,0.3869502527164065,0.49590327465092376
0,0.6298223586309524,[0.70257292 0.57672348 0.52738095],0.76676111237223,0.6196966544495742,0.517433146082289,0.9383249735733072
0,0.6398809523809524,[0.70925    0.58748106 0.55610119],0.5193146852564602,0.2737950108887014,0.3483920157827832,0.5150797611432407
0,0.6429966517857143,[0.71229167 0.59037879 0.56145833],0.4155299116220723,0.8783144201180477,0.8881700715405039,0.7459133756926588
0,0.6427455357142857,[0.71204167 0.5900947  0.56145833],0.5235296879674874,0.4900705612781536,0.8373029712647718,0.03801664027754714
0,0.6426432291666666,[0.7116875  0.59020833 0.56145833],0.19310608359341153,0.6643839973659383,0.5109817855214484,0.3473865794404054
0,0.6426711309523809,[0.7116875  0.59026515 0.56145833],0.08017044659194805,0.39638915697044186,0.530890979817156,0.86056060325753
0,0.638276599702381,[0.7084375 0.5857197 0.5500744],0.632766823802866,0.6033795958251881,0.49055092078532336,0.9577013672549707
0,0.6376953125000001,[0.7091875  0.58429924 0.54657738],0.7793903429754203,0.9146634522802867,0.8014644986983279,0.7197727275266107
0,0.6426060267857143,[0.71185417 0.58998106 0.56145833],0.35523007086950253,0.41291626937403747,0.8109351223705241,0.11010926430594703
0,0.6249999999999999,[0.70058333 0.5705303  0.51309524],0.9551320982562257,0.5704436279523127,0.18576430054939597,0.3805542417800709
0,0.6076636904761904,[0.695375   0.54439394 0.47827381],0.8537863760311997,0.21030266073397852,0.8817459466714053,0.2867328946160158
0,0.6269438244047619,[0.70133333 0.57244318 0.52380952],0.8699651179861809,0.6537597124376863,0.10885392387181325,0.9511856322158081
0,0.6426618303571429,[0.71191667 0.59026515 0.55967262],0.425913730046076,0.644063698625631,0.45388757471314933,0.9344172938295805
0,0.6423177083333333,[0.71164583 0.58992424 0.55877976],0.4765325605898473,0.6870701559034261,0.5673333008465865,0.9899302679753269
0,0.6412760416666667,[0.7099375  0.58935606 0.55877976],0.7098680424255239,0.4239264886410954,0.36357601860928734,0.2087150926333856
0,0.642978050595238,[0.7116875  0.59104167 0.56026786],0.030955131307297767,0.7842685037613596,0.4643297642239387,0.3079819377040207
0,0.629306175595238,[0.70175    0.57638258 0.52767857],0.9565232608582924,0.8135189000974475,0.6179000930269729,0.0014893837406991794
0,0.6427548363095238,[0.7116875  0.59049242 0.5610119 ],0.07054426861008312,0.6879358040002332,0.5382459414713499,0.29135007330947704
0,0.6426432291666666,[0.7116875  0.59020833 0.56145833],0.34123877403797087,0.8383251741111147,0.4428163069553821,0.3253317600601896
0,0.6428571428571429,[0.71185417 0.59049242 0.56145833],0.26127297620567136,0.40052990975025005,0.8595547567249532,0.7828284075775118
0,0.6429129464285714,[0.71204167 0.59043561 0.56145833],0.4914592491315358,0.7077684514826418,0.1269489929327986,0.6789667920847288
0,0.6424944196428571,[0.71191667 0.58969697 0.56145833],0.7369208550299017,0.9722214399256506,0.6438124198244927,0.05579462733801588
0,0.6425595238095237,[0.7116875  0.59003788 0.56145833],0.22207682490406955,0.9776983995366706,0.5853073452408655,0.28270816679782473
0,0.6425502232142857,[0.71185417 0.58964962 0.56316964],0.3694314340556568,0.07308700591407957,0.16040652061151006,0.009124935145541024
